Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB16590,Marketing Executive,IBM,Noida,12-20 LPA,5-10 years,Indeed,150,Large (500+),Pay and work with flexible hours — earn money fast!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16591,Cyber Security Analyst,Infosys,Delhi,12-20 LPA,0-2 years,Naukri.com,27,Medium (51-500),Work from home and get paid weekly — easy money!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16592,Marketing Executive,TCS,Hyderabad,20+ LPA,10+ years,LinkedIn,132,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hr@company-careers.c0m,1,"missing_description,company_salary_mismatch"
JOB16593,Product Manager,Amazon,Kolkata,3-5 LPA,2-5 years,Indeed,119,Medium (51-500),Work from home and get paid weekly — easy money!,apply@outlook.com,1,"email_suspicious,missing_description"
JOB16594,HR Manager,IBM,Bangalore,3-5 LPA,10+ years,LinkedIn,287,Large (500+),Easy pay and work opportunity for students — apply now!,hiring@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16595,Graphic Designer,TCS,Bangalore,20+ LPA,10+ years,Naukri.com,333,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,career@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16596,Graphic Designer,Private,Chennai,12-20 LPA,10+ years,Indeed,185,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@company-careers.c0m,1,missing_description
JOB16597,Financial Analyst,Infosys,,3-5 LPA,5-10 years,Naukri.com,85,Large (500+),Applicants should have relevant technical skills and industry exposure.,apply@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB16598,Financial Analyst,Private,Chennai,3-5 LPA,0-2 years,Naukri.com,354,Large (500+),Join us to build the next generation of solutions in your field.,career@outlook.com,1,"email_suspicious,missing_description"
JOB16599,Business Analyst,HCL,Noida,3-5 LPA,10+ years,Naukri.com,200,Large (500+),Role requires domain expertise and strong communication skills.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB16600,Cyber Security Analyst,Microsoft,Chennai,12-20 LPA,10+ years,Naukri.com,222,Large (500+),Applicants should have relevant technical skills and industry exposure.,contact@jobssmail.com,1,missing_description
JOB16601,Marketing Executive,Deloitte,Jaipur,3-5 LPA,10+ years,Naukri.com,168,Small (1-50),Easy pay and work opportunity for students — apply now!,team@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16602,Product Manager,Amazon,Mumbai,8-12 LPA,2-5 years,Naukri.com,229,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16603,Graphic Designer,Accenture,Mumbai,3-5 LPA,0-2 years,Indeed,78,Small (1-50),We value innovation and collaboration in a fast-paced environment.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16604,Marketing Executive,Wipro,Chennai,20+ LPA,5-10 years,Naukri.com,13,Small (1-50),Pay and work with flexible hours — earn money fast!,team@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16605,Cyber Security Analyst,Infosys,Hyderabad,5-8 LPA,0-2 years,Naukri.com,436,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB16606,Financial Analyst,Wipro,Hyderabad,8-12 LPA,2-5 years,LinkedIn,184,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB16607,Cyber Security Analyst,HCL,Hyderabad,12-20 LPA,0-2 years,Naukri.com,157,Medium (51-500),Competitive role with clear growth path and mentorship.,team@outlook.com,1,"email_suspicious,missing_description"
JOB16608,Data Scientist,Deloitte,Noida,8-12 LPA,0-2 years,Indeed,444,Large (500+),Join us to build the next generation of solutions in your field.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16609,Marketing Executive,Microsoft,Multiple Locations,3-5 LPA,2-5 years,LinkedIn,422,Large (500+),We value innovation and collaboration in a fast-paced environment.,team@outlook.com,1,"email_suspicious,missing_description"
JOB16610,Cyber Security Analyst,Deloitte,Ahmedabad,3-5 LPA,2-5 years,Indeed,491,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@private.com,1,missing_description
JOB16611,HR Manager,Private,Delhi,12-20 LPA,2-5 years,Naukri.com,497,Small (1-50),Applicants should have relevant technical skills and industry exposure.,contact@jobssmail.com,1,missing_description
JOB16612,Software Engineer,TCS,Mumbai,3-5 LPA,5-10 years,Naukri.com,20,Medium (51-500),Limited slots available! Click here to apply fast!,apply@gmail.com,1,"email_suspicious,missing_description"
JOB16613,Business Analyst,IBM,Hyderabad,3-5 LPA,10+ years,Naukri.com,260,Medium (51-500),Looking for experienced professionals to join our growing team.,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB16614,Data Scientist,TCS,Chennai,3-5 LPA,5-10 years,LinkedIn,177,Large (500+),Work from home and get paid weekly — easy money!,career@jobssmail.com,1,missing_description
JOB16615,Software Engineer,IBM,,3-5 LPA,5-10 years,Naukri.com,55,Large (500+),Pay and work with flexible hours — earn money fast!,jobs@private.com,1,"missing_description,location_missing"
JOB16616,Marketing Executive,HCL,Delhi,20+ LPA,0-2 years,Indeed,285,Large (500+),Urgent hiring — start immediately without any qualifications!,admin@privatte.com,1,missing_description
JOB16617,Product Manager,Wipro,Kolkata,3-5 LPA,0-2 years,LinkedIn,333,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,career@outlook.com,1,"email_suspicious,missing_description"
JOB16618,Business Analyst,Infosys,Bangalore,12-20 LPA,2-5 years,LinkedIn,312,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16619,Graphic Designer,HCL,Noida,3-5 LPA,10+ years,LinkedIn,213,Medium (51-500),Role requires domain expertise and strong communication skills.,team@outlook.com,1,"email_suspicious,missing_description"
JOB16620,Data Scientist,Google,Pune,12-20 LPA,10+ years,Indeed,109,Small (1-50),Easy pay and work opportunity for students — apply now!,hr@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16621,Sales Representative,Wipro,Pune,12-20 LPA,0-2 years,Naukri.com,421,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",jobs@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16622,Financial Analyst,Google,Mumbai,5-8 LPA,5-10 years,Naukri.com,251,Small (1-50),Join us to build the next generation of solutions in your field.,admin@privatte.com,1,missing_description
JOB16623,Data Scientist,Wipro,Hyderabad,5-8 LPA,0-2 years,LinkedIn,165,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB16624,Software Engineer,Google,Ahmedabad,8-12 LPA,10+ years,Naukri.com,448,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@private.com,1,missing_description
JOB16625,Financial Analyst,Accenture,Hyderabad,5-8 LPA,10+ years,Naukri.com,69,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",recruitment@company-careers.c0m,1,"missing_description,trigger_keyword"
JOB16626,Product Manager,Private,Noida,8-12 LPA,10+ years,LinkedIn,378,Large (500+),Work from home and get paid weekly — easy money!,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16627,Marketing Executive,Accenture,Delhi,8-12 LPA,0-2 years,Indeed,368,Medium (51-500),Competitive role with clear growth path and mentorship.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB16628,Financial Analyst,TCS,Delhi,5-8 LPA,5-10 years,LinkedIn,272,Large (500+),Limited slots available! Click here to apply fast!,jobs@private.com,1,missing_description
JOB16629,Data Scientist,TCS,Anywhere,12-20 LPA,5-10 years,LinkedIn,114,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@private.com,1,missing_description
JOB16630,Software Engineer,Microsoft,Ahmedabad,3-5 LPA,2-5 years,Indeed,38,Medium (51-500),"No expreience required, immediate joiners welcome! Apply now!",career@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16631,Marketing Executive,HCL,Bangalore,3-5 LPA,2-5 years,LinkedIn,367,Large (500+),Pay and work with flexible hours — earn money fast!,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16632,Cyber Security Analyst,HCL,Bangalore,5-8 LPA,2-5 years,LinkedIn,342,Large (500+),Role requires domain expertise and strong communication skills.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB16633,Marketing Executive,Amazon,Ahmedabad,8-12 LPA,10+ years,Indeed,134,Large (500+),Looking for experienced professionals to join our growing team.,jobs@privatte.com,1,missing_description
JOB16634,Software Engineer,Wipro,Kolkata,5-8 LPA,5-10 years,Naukri.com,141,Small (1-50),Role requires domain expertise and strong communication skills.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB16635,Product Manager,Microsoft,Noida,12-20 LPA,2-5 years,Naukri.com,80,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,contact@jobssmail.com,1,missing_description
JOB16636,Business Analyst,Private,Chennai,12-20 LPA,0-2 years,Naukri.com,416,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@jobssmail.com,1,missing_description
JOB16637,Data Scientist,Microsoft,Remote,3-5 LPA,5-10 years,Indeed,15,Large (500+),Looking for experienced professionals to join our growing team.,hr@company-careers.c0m,1,missing_description
JOB16638,Graphic Designer,Infosys,Hyderabad,8-12 LPA,0-2 years,LinkedIn,390,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16639,HR Manager,TCS,Anywhere,8-12 LPA,10+ years,Naukri.com,98,Small (1-50),We value innovation and collaboration in a fast-paced environment.,team@gmaill.com,1,missing_description
JOB16640,Software Engineer,Wipro,,8-12 LPA,10+ years,LinkedIn,273,Large (500+),Role requires domain expertise and strong communication skills.,recruitment@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB16641,Sales Representative,HCL,Jaipur,3-5 LPA,10+ years,Indeed,119,Small (1-50),We value innovation and collaboration in a fast-paced environment.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB16642,Business Analyst,Google,Pune,12-20 LPA,5-10 years,LinkedIn,128,Large (500+),Limited slots available! Click here to apply fast!,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16643,Marketing Executive,Confidential,Hyderabad,20+ LPA,10+ years,Indeed,156,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@privatte.com,1,"missing_description,vague_company"
JOB16644,Marketing Executive,Accenture,Anywhere,5-8 LPA,10+ years,LinkedIn,46,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB16645,Product Manager,Amazon,Ahmedabad,12-20 LPA,0-2 years,Naukri.com,135,Large (500+),Role requires domain expertise and strong communication skills.,team@company-careers.c0m,1,missing_description
JOB16646,Graphic Designer,Google,Remote,5-8 LPA,10+ years,Indeed,110,Large (500+),Looking for experienced professionals to join our growing team.,career@outlok.com,1,missing_description
JOB16647,Sales Representative,TCS,Jaipur,5-8 LPA,5-10 years,LinkedIn,384,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16648,Software Engineer,Confidential,Bangalore,5-8 LPA,10+ years,Indeed,169,Large (500+),Applicants should have relevant technical skills and industry exposure.,hr@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16649,HR Manager,,Remote,8-12 LPA,5-10 years,LinkedIn,164,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB16650,Financial Analyst,HCL,Ahmedabad,3-5 LPA,10+ years,Indeed,86,Small (1-50),Easy pay and work opportunity for students — apply now!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16651,Data Scientist,HCL,Remote,8-12 LPA,5-10 years,Indeed,436,Medium (51-500),Work from home and get paid weekly — easy money!,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16652,Data Scientist,Microsoft,Kolkata,3-5 LPA,5-10 years,Naukri.com,55,Large (500+),Role requires domain expertise and strong communication skills.,hiring@private.com,1,missing_description
JOB16653,Graphic Designer,Accenture,,12-20 LPA,2-5 years,Indeed,256,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,contact@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB16654,Product Manager,HCL,,5-8 LPA,2-5 years,Indeed,131,Large (500+),Role requires domain expertise and strong communication skills.,career@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB16655,Business Analyst,HCL,Ahmedabad,3-5 LPA,0-2 years,Naukri.com,219,Small (1-50),Competitive role with clear growth path and mentorship.,hr@gmaill.com,1,missing_description
JOB16656,Graphic Designer,Accenture,Pune,20+ LPA,2-5 years,Indeed,353,Large (500+),Competitive role with clear growth path and mentorship.,apply@gmaill.com,1,missing_description
JOB16657,Software Engineer,Google,Kolkata,8-12 LPA,10+ years,LinkedIn,350,Large (500+),Applicants should have relevant technical skills and industry exposure.,team@hiremefast.co,1,missing_description
JOB16658,Financial Analyst,Infosys,Noida,3-5 LPA,0-2 years,Naukri.com,478,Small (1-50),Role requires domain expertise and strong communication skills.,admin@private.com,1,missing_description
JOB16659,HR Manager,HCL,Multiple Locations,12-20 LPA,2-5 years,Naukri.com,71,Large (500+),No experience required! Apply now and start earning today!,career@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16660,Cyber Security Analyst,TCS,Noida,5-8 LPA,2-5 years,LinkedIn,27,Small (1-50),Applicants should have relevant technical skills and industry exposure.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB16661,Sales Representative,Infosys,Remote,3-5 LPA,2-5 years,Indeed,55,Large (500+),"No expreience required, immediate joiners welcome! Apply now!",contact@privatte.com,1,"missing_description,trigger_keyword"
JOB16662,Sales Representative,Wipro,Mumbai,12-20 LPA,10+ years,LinkedIn,292,Large (500+),No experience required! Apply now and start earning today!,hr@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16663,HR Manager,Wipro,Noida,3-5 LPA,5-10 years,Indeed,75,Small (1-50),Looking for experienced professionals to join our growing team.,team@private.com,1,missing_description
JOB16664,HR Manager,HCL,Chennai,8-12 LPA,10+ years,Indeed,214,Small (1-50),No experience required! Apply now and start earning today!,career@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16665,Data Scientist,HCL,Mumbai,12-20 LPA,5-10 years,Indeed,369,Large (500+),Looking for experienced professionals to join our growing team.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16666,HR Manager,TCS,Bangalore,12-20 LPA,5-10 years,Naukri.com,234,Small (1-50),Competitive role with clear growth path and mentorship.,career@private.com,1,missing_description
JOB16667,Data Scientist,,Chennai,5-8 LPA,10+ years,Naukri.com,408,Large (500+),We value innovation and collaboration in a fast-paced environment.,apply@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16668,Data Scientist,Accenture,Anywhere,3-5 LPA,2-5 years,Indeed,398,Small (1-50),Limited slots available! Click here to apply fast!,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB16669,Financial Analyst,TCS,Remote,12-20 LPA,2-5 years,Naukri.com,318,Large (500+),Looking for experienced professionals to join our growing team.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16670,Marketing Executive,Microsoft,Mumbai,3-5 LPA,0-2 years,Indeed,434,Small (1-50),Competitive role with clear growth path and mentorship.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16671,Business Analyst,Infosys,,5-8 LPA,5-10 years,Indeed,404,Large (500+),Join us to build the next generation of solutions in your field.,admin@privatte.com,1,"missing_description,location_missing"
JOB16672,Business Analyst,,Jaipur,8-12 LPA,2-5 years,Naukri.com,471,Large (500+),Join us to build the next generation of solutions in your field.,jobs@private.com,1,"missing_description,vague_company"
JOB16673,Cyber Security Analyst,Microsoft,Ahmedabad,3-5 LPA,5-10 years,Indeed,74,Medium (51-500),Role requires domain expertise and strong communication skills.,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB16674,Graphic Designer,Deloitte,Noida,12-20 LPA,5-10 years,Naukri.com,259,Large (500+),Urgent hiring — start immediately without any qualifications!,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16675,Cyber Security Analyst,HCL,,12-20 LPA,10+ years,Naukri.com,196,Small (1-50),Join us to build the next generation of solutions in your field.,team@gmaill.com,1,"missing_description,location_missing"
JOB16676,HR Manager,Google,,20+ LPA,5-10 years,Naukri.com,209,Large (500+),Pay and work with flexible hours — earn money fast!,career@outlook.com,1,"email_suspicious,missing_description,location_missing"
JOB16677,Marketing Executive,HCL,Pune,3-5 LPA,5-10 years,Indeed,298,Small (1-50),Work from home and get paid weekly — easy money!,jobs@gmaill.com,1,missing_description
JOB16678,Data Scientist,Confidential,Bangalore,3-5 LPA,0-2 years,Indeed,169,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@outlok.com,1,"missing_description,vague_company"
JOB16679,Software Engineer,Accenture,Pune,8-12 LPA,0-2 years,Naukri.com,139,Large (500+),Applicants should have relevant technical skills and industry exposure.,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB16680,Cyber Security Analyst,Wipro,Delhi,5-8 LPA,5-10 years,Indeed,94,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB16681,HR Manager,Wipro,Pune,5-8 LPA,5-10 years,LinkedIn,231,Large (500+),Looking for experienced professionals to join our growing team.,contact@hiremefast.co,1,missing_description
JOB16682,Graphic Designer,Google,Bangalore,12-20 LPA,0-2 years,LinkedIn,179,Small (1-50),Applicants should have relevant technical skills and industry exposure.,apply@jobssmail.com,1,missing_description
JOB16683,Software Engineer,TCS,Mumbai,5-8 LPA,2-5 years,Indeed,366,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB16684,Data Scientist,Microsoft,Multiple Locations,20+ LPA,2-5 years,Naukri.com,413,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,career@gmaill.com,1,"missing_description,location_multiple_inconsistent,company_salary_mismatch"
JOB16685,Product Manager,Google,Mumbai,20+ LPA,0-2 years,Naukri.com,99,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,team@outlook.com,1,"email_suspicious,missing_description"
JOB16686,Business Analyst,Private,Chennai,12-20 LPA,2-5 years,Naukri.com,417,Small (1-50),Competitive role with clear growth path and mentorship.,team@outlook.com,1,"email_suspicious,missing_description"
JOB16687,HR Manager,HCL,,3-5 LPA,5-10 years,Naukri.com,369,Large (500+),Competitive role with clear growth path and mentorship.,admin@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB16688,Marketing Executive,Wipro,Anywhere,20+ LPA,0-2 years,Naukri.com,442,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,jobs@jobssmail.com,1,missing_description
JOB16689,Cyber Security Analyst,Private,Ahmedabad,5-8 LPA,2-5 years,Indeed,408,Large (500+),Applicants should have relevant technical skills and industry exposure.,career@gmail.com,1,"email_suspicious,missing_description"
JOB16690,Financial Analyst,Confidential,,3-5 LPA,2-5 years,LinkedIn,89,Small (1-50),No experience required! Apply now and start earning today!,contact@gmaill.com,1,"missing_description,vague_company,location_missing,trigger_keyword"
JOB16691,Software Engineer,Deloitte,Ahmedabad,20+ LPA,0-2 years,Indeed,171,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@hiremefast.co,1,missing_description
JOB16692,Financial Analyst,Microsoft,Noida,5-8 LPA,2-5 years,Indeed,137,Large (500+),Role requires domain expertise and strong communication skills.,hiring@gmaill.com,1,missing_description
JOB16693,Marketing Executive,IBM,Noida,5-8 LPA,2-5 years,Indeed,111,Medium (51-500),Competitive role with clear growth path and mentorship.,career@outlook.com,1,"email_suspicious,missing_description"
JOB16694,HR Manager,TCS,Bangalore,3-5 LPA,2-5 years,LinkedIn,274,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,contact@jobssmail.com,1,missing_description
JOB16695,Financial Analyst,Wipro,Pune,12-20 LPA,0-2 years,Indeed,496,Medium (51-500),Work from home and get paid weekly — easy money!,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16696,Data Scientist,Wipro,Delhi,20+ LPA,2-5 years,Naukri.com,473,Large (500+),Applicants should have relevant technical skills and industry exposure.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB16697,Marketing Executive,Accenture,,20+ LPA,5-10 years,Indeed,270,Small (1-50),Looking for experienced professionals to join our growing team.,recruitment@jobssmail.com,1,"missing_description,location_missing,company_salary_mismatch"
JOB16698,Business Analyst,Amazon,Jaipur,12-20 LPA,0-2 years,Indeed,36,Small (1-50),No experience required! Apply now and start earning today!,contact@private.com,1,"missing_description,trigger_keyword"
JOB16699,Marketing Executive,IBM,Multiple Locations,5-8 LPA,2-5 years,Naukri.com,411,Small (1-50),Join us to build the next generation of solutions in your field.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16700,HR Manager,,Mumbai,12-20 LPA,5-10 years,LinkedIn,145,Small (1-50),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB16701,Marketing Executive,Infosys,Pune,20+ LPA,2-5 years,Indeed,44,Small (1-50),Urgent hiring — start immediately without any qualifications!,admin@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16702,Product Manager,Microsoft,Mumbai,8-12 LPA,10+ years,Naukri.com,294,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB16703,Software Engineer,Microsoft,Jaipur,3-5 LPA,0-2 years,LinkedIn,77,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@hiremefast.co,1,missing_description
JOB16704,Business Analyst,IBM,Kolkata,3-5 LPA,5-10 years,LinkedIn,246,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@gmaill.com,1,missing_description
JOB16705,Product Manager,Accenture,Multiple Locations,3-5 LPA,2-5 years,Indeed,337,Small (1-50),Limited slots available! Click here to apply fast!,apply@hiremefast.co,1,missing_description
JOB16706,Data Scientist,,Pune,3-5 LPA,0-2 years,Naukri.com,95,Large (500+),Join us to build the next generation of solutions in your field.,team@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16707,Cyber Security Analyst,Microsoft,Pune,12-20 LPA,10+ years,LinkedIn,173,Small (1-50),Work from home and get paid weekly — easy money!,apply@outlook.com,1,"email_suspicious,missing_description"
JOB16708,Financial Analyst,TCS,Kolkata,8-12 LPA,5-10 years,LinkedIn,368,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,team@gmail.com,1,"email_suspicious,missing_description"
JOB16709,Product Manager,,Delhi,5-8 LPA,5-10 years,Naukri.com,454,Small (1-50),Competitive role with clear growth path and mentorship.,contact@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB16710,Graphic Designer,Microsoft,Chennai,3-5 LPA,0-2 years,LinkedIn,216,Large (500+),Easy pay and work opportunity for students — apply now!,hr@privatte.com,1,"missing_description,trigger_keyword"
JOB16711,Product Manager,Infosys,Jaipur,3-5 LPA,2-5 years,Indeed,158,Small (1-50),Limited slots available! Click here to apply fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB16712,Product Manager,IBM,Remote,20+ LPA,10+ years,Naukri.com,138,Large (500+),Looking for experienced professionals to join our growing team.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB16713,Business Analyst,Private,Mumbai,20+ LPA,5-10 years,Indeed,373,Small (1-50),Join us to build the next generation of solutions in your field.,apply@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16714,Marketing Executive,IBM,Anywhere,3-5 LPA,0-2 years,Indeed,63,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",career@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB16715,Sales Representative,Amazon,Kolkata,20+ LPA,0-2 years,LinkedIn,492,Large (500+),Competitive role with clear growth path and mentorship.,apply@outlok.com,1,missing_description
JOB16716,Data Scientist,Accenture,Jaipur,20+ LPA,2-5 years,Naukri.com,406,Large (500+),Applicants should have relevant technical skills and industry exposure.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB16717,Sales Representative,Accenture,Ahmedabad,3-5 LPA,5-10 years,Naukri.com,419,Large (500+),Urgent hiring — start immediately without any qualifications!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB16718,Graphic Designer,Infosys,Chennai,3-5 LPA,5-10 years,Indeed,140,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@company-careers.c0m,1,missing_description
JOB16719,Marketing Executive,Microsoft,Hyderabad,20+ LPA,2-5 years,Naukri.com,361,Small (1-50),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB16720,Sales Representative,,Chennai,5-8 LPA,10+ years,Indeed,102,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB16721,Software Engineer,Wipro,Multiple Locations,12-20 LPA,10+ years,Indeed,484,Large (500+),Looking for experienced professionals to join our growing team.,jobs@company-careers.c0m,1,missing_description
JOB16722,Data Scientist,IBM,Mumbai,3-5 LPA,2-5 years,LinkedIn,317,Medium (51-500),Work from home and get paid weekly — easy money!,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB16723,Software Engineer,Deloitte,Pune,12-20 LPA,0-2 years,Indeed,350,Large (500+),Looking for experienced professionals to join our growing team.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB16724,Product Manager,Wipro,Noida,12-20 LPA,10+ years,Naukri.com,62,Large (500+),Pay and work with flexible hours — earn money fast!,admin@jobssmail.com,1,missing_description
JOB16725,Cyber Security Analyst,Amazon,Ahmedabad,3-5 LPA,5-10 years,Naukri.com,284,Large (500+),Role requires domain expertise and strong communication skills.,career@gmail.com,1,"email_suspicious,missing_description"
JOB16726,Software Engineer,HCL,Pune,5-8 LPA,10+ years,Naukri.com,480,Large (500+),Work from home and get paid weekly — easy money!,apply@hiremefast.co,1,missing_description
JOB16727,Marketing Executive,Google,Noida,8-12 LPA,0-2 years,Naukri.com,337,Large (500+),Pay and work with flexible hours — earn money fast!,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB16728,Sales Representative,,Ahmedabad,12-20 LPA,2-5 years,Indeed,228,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB16729,Product Manager,Accenture,Remote,5-8 LPA,10+ years,Naukri.com,405,Small (1-50),Applicants should have relevant technical skills and industry exposure.,career@outlook.com,1,"email_suspicious,missing_description"
JOB16730,Cyber Security Analyst,Google,Noida,12-20 LPA,10+ years,LinkedIn,329,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB16731,Graphic Designer,TCS,Jaipur,8-12 LPA,10+ years,Naukri.com,31,Large (500+),Pay and work with flexible hours — earn money fast!,team@gmail.com,1,"email_suspicious,missing_description"
JOB16732,Graphic Designer,Amazon,Jaipur,8-12 LPA,10+ years,Indeed,231,Large (500+),We value innovation and collaboration in a fast-paced environment.,hr@outlok.com,1,missing_description
JOB16733,Financial Analyst,Amazon,Multiple Locations,5-8 LPA,2-5 years,LinkedIn,362,Large (500+),Urgent hiring — start immediately without any qualifications!,career@outlook.com,1,"email_suspicious,missing_description"
JOB16734,HR Manager,Deloitte,Jaipur,5-8 LPA,0-2 years,Naukri.com,29,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",jobs@gmaill.com,1,"missing_description,trigger_keyword"
